,teks,label,clean_text
105,"[Akademik] Untuk perhatian tuk jadwal kontrak kuliah buat ang 2012 itu bukan sebenarny, kuliah ikut jadwal kur yg baru ang 2013 ato keatas 2014,2015,2016.. sehingga jadwal yg ada adalah jadwal bayangan tuk tujuan kontrak kuliah..Hal diatas ga berlaku tuk mk yg memang berjalan di ang kalian spt skripsi dan sidang..demikian harap diperhatikan..",0,akademik perhati tuk jadwal kontrak kuliah ang sebenarny kuliah jadwal kur ang ato atas jadwal jadwal bayang tuk tuju kontrak kuliahhal atas laku tuk mk jalan ang skripsi sidangdemikian harap perhati
106,"[INFO PLA]Assalam..Bagi yg ambil mk pla wajib kumpul pada hari/tgl kamis,25 agustus 2016 pukul 10.00 WIBB..Agenda: pembekalan dan penjelasan PLA.Tempat : Gdg JICA lt.3 R.S301.Demikian informasiny..harap diperhatikan d disebarkan",0,informasi plaassalambagi ambil mk pla wajib kumpul haritgl kamis agustus wibbagenda bekal jelas platempat gdg jica lantai rsdemikian informasinyharap perhati d sebar
107,[Info] bagi teman2 yg mengumpulkan data asisten lab/matakuliah bukti berupa surat keterangannya sudah bisa diambil ke pak andri ,0,informasi teman kumpul data asisten labmatakuliah bukti surat terang ambil andri
108,2016/08/21 12:27:17 Anda telah terdaftar sebagai pelanggan TCASH full service. Tingkatkan saldo Anda dg isi saldo TCASH di merchant berlogo TCASH terdekat.,0,daftar langgan tcash full servis tingkat saldo isi saldo tcash merchant logo tcash dekat
109,2016/08/21 12:27:32 PIN baru TCash anda adalah 605598. Silahkan menggunakan PIN baru anda untuk menikmati layanan TCash Telkomsel,0,pin tcash silah pin nikmat layan tcash telkomsel
110,22nya mad. Aku bingung bkn laporannya 😂,0,nya mad bingung lapor
111,"aamiin, makasih semuanya moga cepat lulus juga",0,aamiin terimakasih moga cepat lulus
112,Aamiin. Makasih semuanya..semoga teman2 cepat nyusul dan semoga segala urusannya diberikan kelancaran oleh Allah.aamiin,0,aamiin terimakasih semuanyasemoga teman cepat nyusul moga urus lancar allahaamiin
113,Abis maghrib yaa,0,habis maghrib yaa
114,Ada belakang warkop deket indomaret gerum 500/bulan,0,warung kopi indomaret gum
115,Ada di bip yang studio fotonya gitu,0,bip studio foto
116,"Ada nama1 . Tpi gatau msh berfungsi atau engga, udh lama ga dipake sih",0,nama tau fungsi pakai sih
117,Ada diruangan nya tadi,0,ruang nya
118,Ada internet min alamatnya dmn?,0,internet min alamat mana
119,"Ada mba, harganya 1,6jt/bln. Fasilitasnya air hangat, kamar mandi dalam, tv, tv kabel, wifi, meja, tempat tdr, dan lemari.",0,mbak harga jtbln fasilitas air hangat kamar mandi televisi televisi kabel wifi meja tdr lemari
120,Ada nya instagram,0,nya instagram
121,Ada perasaan nyesel gt sedikit. Waktu kuliah. Asa ga merhatin. Ga ngerangkul semua. Aku pribadi hmm,0,asa sesal kuliah asa merhatin ngerangkul pribadi hmm
122,Ada semua di panduan pla..dishare di grup ini dan fb,0,pandu pladishare grup fb
123,"Ada sih yg nikah muda tp (keliatan) bahagia, tp one of a million kayaknya kalo temen2 ku hmm",0,sih nikah muda bahagia one of a million kayak temen ku hmm
124,"Ada teh dikpad, ini kontaknya ####",0,teh dikpad kontak
125,Ada yang 400 rb yang kamar mandinya sama2 kalau yang ada kamar mandi di dalam kalau yang kecil 600 dan yang agak besar 700 rb,0,kamar mandi kamar mandi
126,Ada yg lain kok ikan tahu tempe,0,ikan tempe
127,"Ada yg nikah muda, ada yg gagal nikah, ada yg pacaran lama eh putus tapi alesannya karna terlalu sayang jd gak mau nyakitin (pret), ada yg jagain jodoh org, ada yg ah banyak lah wkwk",0,nikah muda gagal nikah pacar eh putus alesannya sayang nyakitin pret jagain jodoh orang ah wkwk
128,Ada yg tau ruangan pak daya yg di fpmipa b?,0,tau ruang daya fpmipa bb
129,"Ada yg tdk bisa jam tertentu? Kemungkinan pagi jam 8, tapi nanti diumumkan.",0,jam pagi jam umum
130,Aduh aku ge ini pusing yg mau lamaran siapa yg nyari2 kebutuhan siapa,0,aduh ge pusing lamar nyari butuh
131,Aigoo banyak banget chatnyaa aku baru liat hape hehehe,0,aigoo banget chatnyaa lihat hp hehehe
132,"Airnya asa kurang lancar, besok ku tanya papa yah,",0,air asa lancar besok ku papa yah
133,Ajakin ke soekarno hatta aja nama1 . Makan di eatboss soekarno hatta wkwkw,0,ajakin soekarno hatta nama makan eatboss soekarno hatta wkwkw
134,"Aku ada spagetti, tp usah kaldaluarsa belum yah",0,spagetti kaldaluarsa yah
135,Aku bawa daging yg dah direbus gapapa? Yg mentah tinggal tulang2an wkwk,0,bawa daging rebus apa mentah tinggal tulang wkwk
136,Aku besok dtg agak telat jam 8 boleh ngga? Kan jam 10 ya mulainya?,0,besok telat jam jam ya mulai
137,"aku delete aja ya, ntar nama1 pull dulu atau sync dulu, ntar masukin yang nama1 , baru push.",0,delete ya nama pull sync masukin nama push
138,Aku depan pasca skrng,0,pasca
139,Aku di pt. DI,0,pt
140,Aku dy wkwk makanya kurang direstui jg krna kejauhan,0,wkwk restu jauh
141,"Aku ga enak euy bilang ke adiknya, adiknya pengen ke pvj nama1  :(",0,enak euy bilang adik adik pvj nama
142,Aku ga ke upi sepertinya,0,upi
143,"Aku ingin pagi, tp masa berdua nama1 doang pake grab :( nunggu nama1 siang :(",0,pagi dua nama pakai grab nunggu nama siang
144,Aku jg blm berangkt wkwk,0,berangkt wkwk
145,Aku jg di rumah lg ga ada apa2 gara2 kulkas rusak :( biasanya suka nyetok sayur,0,rumah gara kulkas rusak suka nyetok sayur
146,"Aku jg waktu itu foto tgl 17 juli, katanya selesai 29 agustus :(",0,foto tanggal juli selesai agustus
147,aku kira bukan besoook :'(,0,besoook
148,"Aku kumpul pon dulu dy, kalo haris kerjanya dari sore mo pacaran dulu dy",0,kumpul pon haris kerja sore pacar
149,Aku mah plg kerumah ketemu ayah mama cukup kok :'),0,mah langgan rumah ketemu ayah mama
150,"Aku mah sering ditinggal jualan, jd mau marah juga ntar alesannya ""duit kan buat km juga"", diem lgsg haha",0,mah tinggal jual marah alesannya duit diem langsung haha
151,Aku mau bawa balon sm coklat min. Mau nitip?,0,bawa balon cokelat min nitip
152,Aku mau nyari data yang dibutuhin dari tabel mana aja.,0,nyari data dibutuhin tabel
153,"Aku merasa geleh sendiiri ini lipstik aku merah sekali wkkw, mana dapet dikasih ini jg",0,geleh sendiiri lipstik merah wkkw dapet kasih
154,"aku push yang updatenya, itu udah di template sama adminLTE.",0,push updatenya template adminlte
155,Aku senin udah ke tempat kerja. Minggu2 depan aku gaktau bisa/ngga :(,0,senin kerja minggu tau bisangga
156,Aku teh cuma bawa celana jeans yg tua tp jilbabnya yg muda -_-,0,teh bawa celana jeans tua jilbab muda
157,"Alhamdulillah, makasih yaaa udah meluangkan waktu 😘",0,alhamdulillah terimakasih yaaa luang
158,"Alhamdulillah, puji syukur atas nikmat Allah swt. yang telah memberikan nikmat hidup sampai detik ini sehingga saya masih bisa untuk mengevaluasi diri. Selama itu tentu saya menyadari banyak melakukan kekhilafan dan kesalahan.",0,alhamdulillah puji syukur nikmat allah subhanahu wata ala nikmat hidup detik evaluasi sadar khilaf salah
159,"Alhamdullilah sudah beres semua :)  Bagi yang mau keluar dari group dipersilahkan, tapi silahkan juga kalau ada yg mau memanfaatkan group ini untuk diskusi dengan topik terkait untuk skripsi/gemastik/kerjaan.",0,alhamdullilah beres group silah silah manfaat group diskusi topik kait skripsigemastikkerjaan
160,AndiPublisher.com#PO0216020925#96000#02-02-2016#BNI#Bank Mandiri,0,andipublishercompobnibank mandiri
161,Asal pagi pagi ya.. Bjam 10an saya sudah ke jakarta..,0,pagi pagi ya bjam an jakarta
162,"nama1  jg text dy, text essay jawaban gt Jd misal nih ada murid sama guru, si guru ngasih ujian, nanti hasil jawaban ujian murid dibandingin sama jawaban dari guru (jawaban yg bener) trs outputnya berupa skor hasil ujian itu",0,nama text text essay nih murid guru si guru uji hasil uji murid dibandingin guru bener outputnya skor hasil uji
163,nama1 itu msh pake db aku yg lama itu msh anomali bisa nyesuain ga,0,nama pakai db anomali nyesuain
164,nama1 seharusnya cuman nambah table daftar_ulang_ird + kalau ada masternya. Yg lain kita samain aja ya pake yg aku data_pasien (2).sql,0,nama tambah table daftar ulang ird master samain ya pakai data pasien sql
165,"Assalamualaikum akang teteh, jangan lupa ya hari ini ada carrier day jam 10:30, exhibition fpmipa b :) (love) Hayuu teh ditungguuu",0,assalamualaikum akang teteh lupa ya carrier jam exhibition fpmipa bb love hayuu teh ditungguuu
166,"Assalamualaikum Bu. Saya nama1 mhsi ilkom 2012 baru dpt pembimbing skripsi. Mohon maaf bu, kalau minggu ini ada di kampus hari ap aj Bu? Terima kasih.",0,assalamualaikum bu nama mhsi ilkom bimbing skripsi mohon maaf bu minggu kampus ap bu terima kasih
167,"Assalamualaikum pak, mau nanya seputar mobcom sp, apakah harus ikut perkuliahan dari sekarang apa bisa ikut pas sp nanti aja pak? Trims ",0,assalamualaikum putar mobcom sp kuliah pas sp trims
168,"assalamualaikum pak, mohon maaf saya mau tanya pak, apakah remedial dwm harus hadir di tempat pak? apa bisa online? mohon maaf sebelumnya",0,assalamualaikum mohon maaf remedial dwm hadir online mohon maaf
169,Assalamualaikum Pak. Ini dg nama1 ilkom 2012. Maaf Pak td saya ninggalin proposal di meja Bapak di atas printer. Terima kasih Pak.,0,assalamualaikum nama ilkom maaf ninggalin proposal meja printer terima kasih
170,Assalamu'alaikum wr wb. Berikut daftar penguji PLA tahap 4,0,assalamualaikum wr wb daftar uji pla tahap
171,"Assalamu'alaikum, nama1 mau minta bantuan.",0,assalamualaikum nama bantu
172,Assalamualaikum. Ada yg tau kalo file buat penilaian ada di mana? Apa ada di fb?,0,assalamualaikum tau file nilai fb
173,"Atau gaperlu ke kampus nama1 , tolong kirimin kuncinya aja make jne cenah ip",0,kampus nama tolong kirimin kunci pakai jne cenah ip
174,"Atuhlah, aku telah meninggalkan yg nyaah, jgn gitulah gais, bisi teringat masa lalu 😢",0,atuhlah tinggal nyaah gitulah gais bis
175,atulah aku teh udh ngidam sate maranggi dr bulan puasa 󾌹 naha ka subang teu ngajakan ih,0,atulah teh ngidam sate maranggi puasa naha ka subang ngajakan ih
176,"Ayam aja Pak, terus satu paket itu sama isinya ap aja?",0,ayam paket isi ap
177,Ayam kita menunya banyak bu...ada ayam bakar.kremes. cabe ijo. Lada hitam. Asam manis. Rica rica. Baberque. Untuk isinya nasi.ayam.lalapan.sambal. tempe tahu . air mineral gelas. Bu...maaf bu kita ada paket yang 16rb s/d 19rb. Kalau boleh tau anggaran ibu berapa ya,0,ayam menu buada ayam bakarkremes cabai hijau lada hitam asam manis rica rica baberque isi nasiayamlalapansambal tempe air mineral gelas bumaaf bu paket sd tau anggar ya
178,"Ayo nama1 semangat skripsian yaaah biar cpt lulus, kerja, dan cpt nikah wkwkwk",0,ayo nama semangat skripsi yaaah biar cepat lulus kerja cepat nikah wkwkwk
179,"bagi yang sudah diuji segera diserahkan dgn dijilid, bagi yg sdg nunggu diuji sabar tuk sesuaikan waktupenguji..",0,uji serah jilid nunggu uji sabar tuk sesuai waktupenguji
180,Bagi yg tertarik lanjut ke gemastik 2016 ini tempat diskusinya : http://line.me/R/ti/g/xxxxx,0,tarik gemastik diskusi httplinemertigxxxxx
181,"Baik Pak, berarti nanti Kamis kami ke kantor lagi",0,kamis kantor
182,"Baik Pak, bsk sekalian kami bawa form penilaian ya Pak, dan berkas lainnya.",0,besok bawa form nilai ya berkas
183,Bali mah kudu berapa atuh duitnya,0,bal mah kudu atuh duit
184,Baru ngeh chatnya maafkan (maaf),0,ngeh chatnya maaf maaf
185,"bebas nama1, terus nanti kalau ada tgl libur, pajuin aja misal jadi kamis atau sabtu.",0,bebas nama tanggal libur pajuin kamis sabtu
186,Bebas... Senin stuju.. Apa aja yg di kebapain selain program ?,0,bebas senin tuju kebapain program
187,Beli es kelapa depan d besto teh,0,beli es kelapa d besto teh
188,Belum de.. Saya kagi nyoba ngejar..,0,de kagi nyoba kejar
189,"Belum diuji, pa. Insya Allah siang hari ini mau ke kampus, dan mudah2an pa eka nya ada.",0,uji pa insya allah siang kampus mudah pa eka nya
190,"Bentar lg ke gik, buru2 ga? Kalo buru2 nitip yg ngontrak ipc aj",0,bentar gik buru buru nitip kontrak ipc
191,Berarti saya ke palasari nya skrg .. abis itu langsung ke gik,0,palasari nya habis langsung gik
192,Besok aku kasihin softfilenya gpp?,0,besok kasihin softfilenya tidak-apa-apa
193,Besok dwm jadi ya praktikum weka. Bawa laptop.,0,besok dwm ya praktikum weka bawa laptop
194,"besok jam berapaa? harus jadi ih, udah 2 kali skip 😂",0,besok jam berapaa ih kali skip
195,Besok kekantor saya tunggu jam 9 ya..,0,besok kantor tunggu jam ya
196,Besok mau ke kampus lagi ga?,0,besok kampus
197,Besok saya ada rapat dinas.. Selasa aja ya...,0,besok rapat dinas selasa ya
198,Besok siang ya jam 2,0,besok siang ya jam
199,Besok yuk dua jam bih dari jam 4-6,0,besok yuk jam bih jam
200,"beu atuh sekarang, sambil nunggu yg pulang ppl",0,beu atuh nunggu pulang ppl
